reading_id,particulate_ugm3,humidity_pct,sensor_status
545,30.53,43.9,ok
546,16.49,64.6,ok
547,13.22,58.2,ok
548,11.25,64.6,ok
549,24.56,47.2,ok
550,15.9,73.9,ok
551,19.32,72.4,ok
552,6.46,52.9,ok
553,7.78,68.3,ok
554,11.21,47.4,ok
555,14.58,38.6,ok
556,22.59,40.8,ok
557,12.78,65.9,ok
558,6.61,48.3,ok
559,15.88,67.4,ok
560,14.86,73.6,ok
561,11.26,68.1,ok
562,10.9,81.1,ok
563,10.18,48.9,ok
564,14.21,52.5,ok
565,6.98,34.3,ok
566,9.26,65.2,ok
567,19.32,70.5,ok
568,5.96,59.6,ok
569,222.08,56.6,degraded
570,19.65,69.6,ok
571,25.77,46.8,ok
572,6.92,74.1,degraded
573,27.48,78.5,ok
574,11.62,61.3,ok
575,8.5,63.9,ok
576,31.74,56.1,ok
577,18.64,63.7,ok
578,10.85,77.3,ok
579,20.62,56.0,ok
580,23.03,59.5,ok
581,7.44,72.7,ok
582,15.36,55.7,ok
583,7.56,75.8,ok
584,8.19,37.2,ok
585,9.98,49.3,ok
586,5.67,57.8,ok
587,12.46,58.6,degraded
588,5.42,39.1,ok
589,9.96,50.9,ok
590,17.66,65.7,ok
591,20.85,84.4,ok
592,17.99,72.5,ok
593,16.77,62.4,ok
594,26.09,54.3,ok
595,37.62,48.5,ok
596,17.38,71.9,ok
597,15.32,76.7,ok
598,14.19,70.8,ok
599,10.83,49.3,ok
600,35.88,66.5,ok
601,24.11,75.4,ok
602,6.39,58.2,ok
603,12.02,65.3,degraded
604,10.92,38.4,ok
605,20.58,49.0,ok
606,9.5,58.7,ok
607,19.4,66.1,ok
608,8.51,54.8,ok
609,5.38,34.6,ok
610,7.92,59.7,ok
611,3.92,55.4,ok
612,22.23,54.6,ok
613,18.42,70.3,ok
614,13.99,59.4,ok
615,6.54,79.3,ok
616,13.1,65.2,ok
617,10.39,62.0,degraded
618,26.65,66.1,ok
619,14.23,68.9,ok
620,13.18,50.0,ok
621,31.19,71.9,ok
622,17.63,60.8,ok
623,19.69,53.9,ok
624,9.21,51.2,ok
625,24.2,79.2,ok
626,19.72,71.2,ok
627,5.32,72.3,ok
628,20.52,66.6,ok
629,8.22,56.6,ok
630,10.99,39.2,ok
631,13.89,54.2,ok
632,11.85,78.7,ok
633,12.78,78.9,ok
634,25.36,63.0,ok
635,4.89,60.1,ok
636,16.06,41.7,ok
637,10.67,55.4,ok
638,12.36,74.2,ok
639,24.76,74.1,ok
640,19.05,49.6,ok
641,19.83,56.8,ok
642,6.19,50.5,ok
643,20.14,58.7,degraded
644,9.6,83.0,ok
645,19.22,57.3,ok
646,5.86,59.3,ok
647,10.56,46.8,ok
648,9.17,57.8,ok
649,13.29,65.6,ok
650,30.63,33.1,ok
651,7.78,40.8,ok
652,8.47,32.5,ok
653,21.28,72.1,ok
654,35.34,56.5,degraded
655,21.67,53.7,degraded
656,18.87,61.7,ok
657,11.64,54.0,ok
658,15.81,57.8,ok
659,14.66,55.3,ok
660,40.41,46.2,ok
661,6.79,51.7,ok
662,8.25,43.4,ok
663,24.04,58.9,ok
664,37.08,49.1,ok
665,8.2,70.6,ok
666,14.84,60.3,ok
667,14.35,65.0,ok
668,11.92,59.9,ok
669,17.58,41.3,ok
670,8.27,36.8,ok
671,16.78,77.3,ok
672,10.42,50.5,ok
673,9.47,62.3,ok
674,6.53,69.3,ok
675,18.77,55.9,ok
676,14.41,52.7,ok
677,13.51,44.4,ok
678,12.47,69.4,ok
679,10.58,70.4,ok
680,24.55,64.8,ok
681,18.91,46.0,ok
682,16.6,78.4,ok
683,9.55,61.4,ok
684,13.41,65.2,ok
685,23.15,46.0,ok
686,17.65,67.9,ok
687,23.63,59.0,ok
688,10.6,71.8,ok
689,6.37,71.6,ok
690,18.96,61.2,ok
691,10.74,53.9,ok
692,11.15,36.9,ok
693,33.46,43.2,ok
694,25.27,54.1,ok
695,31.98,54.7,ok
696,15.56,62.7,ok
697,31.44,46.6,ok
698,15.19,67.0,ok
699,20.21,41.4,ok
700,12.42,85.6,ok
701,24.83,72.2,ok
702,9.47,60.4,ok
703,11.08,56.3,ok
704,7.87,36.2,ok
705,6.94,63.0,ok
706,29.4,66.6,ok
707,8.56,87.4,ok
708,16.79,64.4,ok
709,9.93,50.3,ok
710,22.8,56.5,ok
711,9.75,40.4,ok
712,24.43,55.9,ok
713,9.19,74.4,ok
714,23.76,62.3,ok
715,21.06,40.8,ok
716,16.8,45.5,ok
717,9.09,40.6,ok
718,18.64,65.6,ok
719,5.47,63.5,ok
720,10.38,63.2,degraded
721,11.85,63.0,ok
722,31.85,60.4,ok
723,18.35,55.2,ok
724,12.06,66.1,ok
725,9.96,65.3,ok
726,12.41,65.4,ok
727,14.81,55.5,ok
728,8.33,56.0,ok
729,7.01,36.2,ok
730,9.05,49.3,ok
731,9.25,36.0,ok
732,5.95,57.0,ok
733,8.6,64.0,ok
734,11.42,57.3,ok
735,13.83,68.8,ok
736,8.68,54.1,ok
737,11.71,36.7,ok
738,16.31,56.5,ok
739,18.1,53.0,ok
740,13.88,47.1,ok
741,12.92,61.8,ok
742,16.34,44.0,ok
743,23.34,48.6,ok
744,14.67,68.2,ok
745,11.1,71.7,degraded
746,10.07,54.4,ok
747,14.62,79.6,ok
748,12.41,66.4,ok
749,35.02,44.7,ok
750,13.38,77.2,degraded
751,8.44,28.7,ok
752,6.35,63.2,ok
753,43.06,67.5,ok
754,16.57,52.2,ok
755,8.99,58.3,ok
756,9.41,67.1,ok
757,11.77,80.0,ok
758,9.7,55.9,ok
759,10.26,66.5,ok
760,10.01,61.4,ok
761,7.25,45.5,ok
762,21.27,61.5,ok
763,12.86,63.6,ok
764,23.96,36.3,ok
765,9.55,47.3,degraded
766,9.25,71.4,ok
767,6.08,52.0,degraded
768,16.01,68.4,ok
769,18.56,59.7,ok
770,19.01,57.3,ok
771,23.01,43.3,ok
772,187.78,54.1,ok
773,10.44,42.2,ok
774,15.54,70.8,ok
775,13.09,21.5,ok
776,20.55,61.7,ok
777,8.17,47.5,ok
778,24.6,60.7,ok
779,9.92,47.1,ok
780,10.1,35.5,ok
781,42.44,57.9,ok
782,8.9,49.2,ok
783,17.17,69.1,ok
784,13.65,67.8,ok
785,11.73,46.7,ok
786,7.66,44.0,ok
787,11.47,36.1,ok
788,12.46,46.3,ok
789,7.91,57.1,ok
790,12.73,38.9,ok
791,13.37,43.5,ok
792,19.53,50.1,ok
793,22.32,58.1,ok
794,13.96,51.1,ok
795,18.32,57.6,ok
796,9.29,49.6,ok
797,8.66,46.0,ok
798,17.17,53.0,ok
799,27.23,75.4,ok
800,21.9,66.2,ok
801,15.51,32.0,ok
802,16.52,79.8,ok
803,16.19,78.2,ok
804,5.46,60.6,ok
805,12.48,59.2,degraded
806,5.07,60.5,ok
807,17.75,56.1,ok
808,12.84,76.1,ok
809,11.08,62.0,ok
810,12.08,53.9,ok
811,8.39,78.7,ok
812,18.8,46.5,ok
813,11.24,62.9,ok
814,144.36,55.6,ok
815,13.38,47.9,ok
816,44.22,49.6,ok
817,6.21,58.0,ok
818,20.47,80.8,ok
819,4.78,43.4,degraded
820,22.85,49.7,ok
821,22.65,38.0,ok
822,10.03,62.8,ok
823,12.06,60.3,ok
824,10.25,56.0,ok
825,9.93,65.2,ok
826,11.52,56.5,ok
827,14.38,61.3,degraded
828,16.32,77.5,ok
829,26.05,64.7,ok
830,30.27,45.3,ok
831,4.17,43.7,ok
832,10.8,70.3,ok
833,17.36,76.5,ok
834,22.45,39.4,ok
835,11.23,45.8,ok
836,10.12,58.1,ok
837,10.49,46.3,degraded
838,10.07,47.6,ok
839,15.13,76.7,ok
840,9.42,46.3,ok
841,21.88,65.2,ok
842,17.66,54.9,ok
843,14.93,44.5,ok
844,14.27,60.4,ok
845,10.37,60.4,ok
846,22.61,55.6,ok
847,24.99,63.6,ok
848,10.93,54.4,ok
849,11.26,49.5,ok
850,21.82,56.2,ok
851,7.19,77.5,ok
852,19.57,54.6,degraded
853,9.27,48.1,ok
854,18.27,33.8,ok
855,18.41,43.0,ok
856,7.52,80.0,ok
857,15.25,39.7,ok
858,21.58,42.6,ok
859,14.08,30.2,degraded
860,18.95,60.3,ok
861,14.14,40.3,ok
862,9.46,66.7,ok
863,11.31,49.1,degraded
864,17.13,55.0,ok
865,13.63,49.6,ok
866,13.97,62.5,ok
867,21.65,51.5,ok
868,18.65,66.6,ok
869,14.73,62.7,ok
870,22.64,56.7,ok
871,19.61,54.2,ok
872,18.59,42.8,ok
873,15.43,49.5,ok
874,8.49,45.6,ok
875,12.56,73.2,ok
876,8.99,53.1,ok
877,7.59,54.0,ok
878,12.81,82.6,ok
879,26.03,31.6,ok
880,23.85,46.3,ok
881,6.72,58.4,ok
882,17.46,55.3,ok
883,11.94,57.9,ok
884,14.34,61.2,ok
885,12.58,39.4,ok
886,14.6,38.2,ok
887,7.21,64.7,ok
888,5.93,47.5,ok
889,7.36,45.5,ok
890,9.36,60.4,ok
891,17.77,64.2,ok
892,9.04,71.3,ok
893,6.44,70.7,ok
894,8.66,78.6,ok
895,11.87,27.3,ok
896,13.14,53.6,ok
897,15.96,46.0,ok
898,24.13,68.7,ok
899,13.75,49.7,ok
900,13.77,45.9,ok
901,11.75,62.8,degraded
902,10.41,73.9,ok
903,4.77,53.7,ok
904,15.13,67.5,ok
905,10.34,50.9,degraded
906,9.33,50.6,degraded
907,20.29,76.5,ok
908,5.9,67.3,ok
909,122.39,68.1,ok
910,177.13,55.0,ok
911,22.01,63.7,ok
912,22.06,32.9,ok
913,12.37,78.5,ok
914,9.21,53.0,ok
915,16.05,58.8,ok
916,10.3,75.3,ok
917,35.27,29.5,ok
918,15.29,41.0,ok
919,6.97,65.6,ok
920,23.25,66.1,ok
921,28.9,49.8,ok
922,20.57,49.2,ok
923,6.73,65.2,ok
924,19.56,32.7,ok
925,19.19,40.7,ok
926,5.16,56.5,ok
927,17.53,66.7,ok
928,50.89,42.0,ok
929,7.88,53.0,ok
930,15.81,56.8,ok
931,18.03,53.7,ok
932,19.69,72.1,ok
933,13.09,68.5,ok
934,14.31,54.5,degraded
935,11.02,52.9,ok
936,8.85,58.3,degraded
937,8.59,71.4,ok
938,19.93,42.3,ok
939,12.09,60.6,ok
940,22.35,61.3,ok
941,14.65,54.2,ok
942,8.7,63.1,ok
943,26.97,67.0,ok
944,13.69,40.4,ok
945,5.34,67.7,ok
946,16.4,60.0,ok
947,14.73,38.9,ok
948,9.77,57.0,ok
949,22.51,68.4,ok
950,8.34,84.6,degraded
951,12.85,49.9,ok
952,5.15,69.4,ok
953,7.2,66.0,ok
954,8.62,57.9,ok
955,14.27,44.4,ok
956,12.57,48.7,ok
957,14.11,37.6,ok
958,17.31,56.6,ok
959,13.99,78.9,ok
960,10.28,48.4,ok
961,23.81,74.6,ok
962,35.25,51.0,degraded
963,10.14,41.2,ok
964,18.66,46.0,ok
965,15.16,38.8,ok
966,16.19,62.7,ok
967,11.37,59.0,ok
968,12.4,36.7,ok
969,5.4,71.4,ok
970,13.87,76.9,degraded
971,8.34,50.6,ok
972,13.13,40.4,ok
973,14.22,48.5,ok
974,18.2,80.7,ok
975,15.79,50.7,ok
976,15.01,52.1,ok
977,6.67,54.6,ok
978,7.71,46.7,ok
979,11.61,45.4,ok
980,38.7,71.6,ok
981,11.76,48.3,ok
982,26.82,51.2,ok
983,24.2,59.0,ok
984,15.36,72.3,ok
985,15.05,66.5,ok
986,12.12,74.1,ok
987,10.68,49.6,ok
988,6.62,30.5,ok
989,10.41,73.1,ok
990,9.8,46.9,ok
991,5.93,38.1,ok
992,16.31,32.8,ok
993,8.42,71.6,ok
994,13.96,72.9,ok
995,16.61,54.8,ok
996,14.91,64.9,ok
997,10.1,45.9,ok
998,12.64,76.3,degraded
999,19.85,73.4,ok
1000,5.05,61.1,degraded
1001,21.67,42.3,ok
1002,12.2,71.0,ok
1003,27.35,61.8,ok
1004,9.67,66.1,ok
1005,7.53,52.8,ok
1006,28.04,63.0,ok
1007,11.02,57.3,ok
1008,6.14,68.1,ok
1009,10.37,54.5,ok
1010,19.03,42.8,ok
1011,4.95,62.0,ok
1012,19.96,63.9,ok
1013,8.7,44.6,ok
1014,17.33,49.8,ok
1015,20.87,78.2,degraded
1016,11.55,36.7,ok
1017,3.72,46.3,ok
1018,15.6,66.4,ok
1019,12.27,66.6,ok
1020,6.78,55.2,ok
1021,23.38,56.5,ok
1022,11.96,56.8,ok
1023,19.97,62.4,ok
1024,11.66,56.1,ok
1025,13.32,56.2,ok
1026,36.31,81.9,ok
1027,6.96,63.6,degraded
1028,3.86,59.8,ok
1029,12.31,54.3,ok
1030,16.84,38.0,ok
1031,12.14,58.3,ok
1032,14.45,39.9,ok
1033,20.3,47.0,ok
1034,21.76,56.7,degraded
1035,7.4,60.7,ok
1036,8.64,81.5,ok
1037,7.57,65.9,ok
1038,11.55,64.5,ok
1039,11.02,66.1,ok
1040,16.85,41.1,ok
1041,12.16,28.5,ok
1042,13.11,57.4,ok
1043,4.97,46.0,ok
1044,10.47,53.6,ok
1045,15.35,53.6,ok
1046,12.09,43.5,ok
1047,15.38,68.7,ok
1048,10.38,45.6,ok
1049,17.1,66.1,ok
1050,8.69,42.9,ok
1051,25.52,57.7,ok
1052,18.09,82.3,ok
1053,17.45,26.5,ok
1054,9.33,76.4,ok
1055,13.29,63.2,ok
1056,26.4,91.0,ok
1057,25.74,65.3,ok
1058,11.34,67.9,ok
1059,18.33,46.8,ok
1060,9.15,49.1,ok
1061,18.53,55.9,ok
1062,18.24,64.2,ok
